Days.Elap
10.13571429
11.74285714
12.46071429
13.8
14.60357143
14.68928571
14.87142857
14.95714286
15
15.53571429
15.71785714
15.71785714
15.71785714
15.80357143
15.80357143
15.80357143
15.84642857
16.11428571
16.25357143
16.29642857
16.33928571
16.33928571
16.56428571
16.60714286
16.91785714
17.05714286
17.1
17.14285714
17.18571429
17.22857143
17.325
17.36785714
17.36785714
17.41071429
17.45357143
17.55
17.55
17.63571429
17.67857143
17.81785714
17.98928571
18.08571429
18.3
18.35357143
18.48214286
18.48214286
18.66428571
18.70714286
18.83571429
19.32857143
