tag_code,tagger_name_xlat,bucket,lot,species_code,length,weight,pit_code,tag_date,tag_activate_date,tag_release_date,release_location,release_location_xlat,release_location_river_kilometer,release_location_latitude,release_location_longitude,mort_xlat,pri,tag_AssignedRelease,char_SurvivalUse,tag_Status,,
G722F9B48,C,6,1,11H,133,25.5,,5/18/2021 0:00,5/17/2021 12:52,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7231FE22,C,1,1,11H,141,29,,5/18/2021 0:00,5/17/2021 12:42,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7233C012,C,7,1,11H,150,33,,5/18/2021 0:00,5/17/2021 12:53,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7237295C,C,6,1,11H,154,33.5,,5/18/2021 0:00,5/17/2021 12:50,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7239CFB4,C,5,1,11H,139,25.5,,5/18/2021 0:00,5/17/2021 13:12,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G723ECFDA,C,4,1,11H,163,40.5,,5/18/2021 0:00,5/17/2021 13:08,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7244D436,C,9,1,11W,161,39.5,,5/18/2021 0:00,5/17/2021 12:59,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G724C7653,C,10,1,11W,145,29.5,,5/18/2021 0:00,5/17/2021 13:01,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7259DC91,C,6,1,11H,153,33.5,,5/18/2021 0:00,5/17/2021 13:14,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G725A99BD,C,3,1,11H,156,35,,5/18/2021 0:00,5/17/2021 12:46,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72634D14,C,8,1,11H,162,42.5,,5/18/2021 0:00,5/17/2021 13:21,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G726EB988,C,7,1,11W,139,28,,5/18/2021 0:00,5/17/2021 12:54,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G727613C3,C,2,1,11H,158,36.5,,5/18/2021 0:00,5/17/2021 13:05,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G727A4AC9,C,2,1,11H,152,34.5,,5/18/2021 0:00,5/17/2021 12:42,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G727A58E8,C,2,1,11H,142,25.5,,5/18/2021 0:00,5/17/2021 12:44,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G727A59B6,C,10,1,11H,144,28,,5/18/2021 0:00,5/17/2021 13:02,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7282A873,C,7,1,11H,158,39.5,,5/18/2021 0:00,5/17/2021 13:16,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7289C62A,C,1,1,11H,160,41,,5/18/2021 0:00,5/17/2021 13:04,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G728B0FED,C,5,1,11W,137,26,,5/18/2021 0:00,5/17/2021 13:11,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G728B829C,C,8,1,11H,153,32.5,,5/18/2021 0:00,5/17/2021 12:58,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G7294ABD7,C,3,1,11H,153,33.5,,5/18/2021 0:00,5/17/2021 13:07,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G729979B5,C,4,1,11H,150,32.5,,5/18/2021 0:00,5/17/2021 13:10,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G729D4671,C,1,1,11H,147,31,,5/18/2021 0:00,5/17/2021 13:02,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72A3AACA,C,9,1,11H,159,38,,5/18/2021 0:00,5/17/2021 13:00,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72A3BE36,C,4,1,11W,148,31.5,,5/18/2021 0:00,5/17/2021 12:48,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72A560D4,C,10,1,11W,149,34.5,,5/18/2021 0:00,5/17/2021 13:24,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72A8727C,C,9,1,11H,129,24,,5/18/2021 0:00,5/17/2021 13:22,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72B65F92,C,9,1,11H,138,26,,5/18/2021 0:00,5/17/2021 13:23,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72B7F0B8,C,5,1,11H,166,44,,5/18/2021 0:00,5/17/2021 12:50,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72B89618,C,8,1,11H,153,32,,5/18/2021 0:00,5/17/2021 12:55,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72BB20A2,C,5,1,11H,152,34,,5/18/2021 0:00,5/17/2021 12:49,5/19/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR14,1,Active - General,,
G72115891,C,4,1,11H,148,30.5,,5/20/2021 0:00,5/19/2021 12:39,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72120BFD,C,7,1,11H,143,28,,5/20/2021 0:00,5/19/2021 13:16,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7214D020,C,9,1,11H,147,31,,5/20/2021 0:00,5/19/2021 13:21,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72170022,C,2,1,11H,141,28,,5/20/2021 0:00,5/19/2021 13:05,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72170B02,C,4,1,11H,147,31.5,,5/20/2021 0:00,5/19/2021 13:07,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G721C84EC,C,1,1,11H,138,25,,5/20/2021 0:00,5/19/2021 13:01,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72226FD4,C,3,1,11H,146,31,,5/20/2021 0:00,5/19/2021 13:06,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G722B7EA5,C,7,1,11W,140,25.5,,5/20/2021 0:00,5/19/2021 12:45,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G722E24FF,C,8,1,11H,132,23,,5/20/2021 0:00,5/19/2021 13:18,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72323340,C,10,1,11H,152,37,,5/20/2021 0:00,5/19/2021 12:55,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G723D4E5D,C,2,1,11H,151,34,,5/20/2021 0:00,5/19/2021 12:35,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7240719D,C,10,1,11H,152,36,,5/20/2021 0:00,5/19/2021 12:53,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7241DB88,C,7,1,11H,153,35.5,,5/20/2021 0:00,5/19/2021 13:17,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7244F396,C,8,1,11H,146,29.5,,5/20/2021 0:00,5/19/2021 12:46,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G724BC4B3,C,5,1,11W,142,27.5,,5/20/2021 0:00,5/19/2021 13:09,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72508105,C,9,1,11H,142,30.5,,5/20/2021 0:00,5/19/2021 12:51,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G725D6A45,C,6,1,11W,153,35,,5/20/2021 0:00,5/19/2021 12:42,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7261EAA9,C,2,1,11W,147,33,,5/20/2021 0:00,5/19/2021 13:04,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7263DEE7,C,8,1,11H,127,21,,5/20/2021 0:00,5/19/2021 12:48,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7268A9BF,C,10,1,11H,164,41.5,,5/20/2021 0:00,5/19/2021 13:25,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G726C9FE7,C,5,1,11W,146,30,,5/20/2021 0:00,5/19/2021 12:41,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7270098A,C,6,1,11W,144,28,,5/20/2021 0:00,5/19/2021 13:10,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72739B72,C,8,1,11H,153,36,,5/20/2021 0:00,5/19/2021 13:21,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72744554,C,1,1,11H,149,34.5,,5/20/2021 0:00,5/19/2021 12:32,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7278FE0B,C,5,1,11H,147,33,,5/20/2021 0:00,5/19/2021 12:40,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G727C48DF,C,9,1,11H,155,36,,5/20/2021 0:00,5/19/2021 13:25,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G728109D7,C,9,1,11H,157,36,,5/20/2021 0:00,5/19/2021 12:48,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G728151CE,C,6,1,11W,158,43.5,,5/20/2021 0:00,5/19/2021 13:14,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7283C3F2,C,3,1,11H,136,24,,5/20/2021 0:00,5/19/2021 12:37,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G728876DC,C,1,1,11W,143,27.5,,5/20/2021 0:00,5/19/2021 12:31,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G729826EB,C,3,1,11H,148,35,,5/20/2021 0:00,5/19/2021 13:05,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G729EACB3,C,7,1,11H,152,31,,5/20/2021 0:00,5/19/2021 12:43,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72A35C63,C,6,1,11H,142,28.5,,5/20/2021 0:00,5/19/2021 12:43,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72A4B578,C,4,1,11H,163,43,,5/20/2021 0:00,5/19/2021 12:39,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72A54EE8,C,5,1,11H,163,41.5,,5/20/2021 0:00,5/19/2021 13:08,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72AC8652,C,1,1,11W,156,37,,5/20/2021 0:00,5/19/2021 12:56,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72B09351,C,3,1,11H,168,46.5,,5/20/2021 0:00,5/19/2021 12:38,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G72B3F65E,C,2,1,11H,155,36,,5/20/2021 0:00,5/19/2021 12:36,5/21/2021 9:00,Rocky Reach Tailrace,Rocky Reach Tailrace - CHINOOK,762,47.527933,-120.297484,0,3,RR15,1,Active - General,,
G7208DFC0,A,2,1,11H,155,35.5,,4/23/2021 0:00,4/21/2021 14:51,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G720C6BA8,A,3,1,11H,143,27,,4/23/2021 0:00,4/21/2021 14:27,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G720E30C2,A,8,1,11H,175,49.5,,4/23/2021 0:00,4/21/2021 14:38,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72123B43,A,5,1,11H,129,19.5,,4/23/2021 0:00,4/21/2021 14:52,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72271BB2,A,4,1,11H,177,51,,4/23/2021 0:00,4/21/2021 14:54,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G723018D2,A,1,1,11H,160,42.5,,4/23/2021 0:00,4/21/2021 14:21,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G723169B0,A,7,1,11H,148,32.5,,4/23/2021 0:00,4/21/2021 14:35,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72354DC9,A,10,1,11H,124,19,,4/23/2021 0:00,4/21/2021 14:46,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72374FE4,A,10,1,11H,161,38,,4/23/2021 0:00,4/21/2021 14:44,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G7239E94A,A,4,1,11H,134,25,,4/23/2021 0:00,4/21/2021 14:55,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72405A9E,A,4,1,11H,135,25.5,,4/23/2021 0:00,4/21/2021 14:28,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72409515,A,6,1,11H,125,20,,4/23/2021 0:00,4/21/2021 14:34,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G7245D4F2,A,2,1,11H,157,35.5,,4/23/2021 0:00,4/21/2021 14:49,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G724AD1D5,A,9,1,11H,130,22,,4/23/2021 0:00,4/21/2021 14:41,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G724EF851,A,4,1,11H,140,26.5,,4/23/2021 0:00,4/21/2021 14:30,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G725F4C2A,A,2,1,11H,135,22,,4/23/2021 0:00,4/21/2021 14:24,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72635F35,A,1,1,11H,144,26.5,,4/23/2021 0:00,4/21/2021 14:48,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G726DE647,A,2,1,11H,128,22.5,,4/23/2021 0:00,4/21/2021 14:25,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G7274322F,A,3,1,11H,188,60.5,,4/23/2021 0:00,4/21/2021 14:26,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G7274CFA6,A,1,1,11H,138,22.5,,4/23/2021 0:00,4/21/2021 14:47,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72755A4C,A,7,1,11H,124,20.5,,4/23/2021 0:00,4/21/2021 14:36,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G7281895B,A,8,1,11H,157,33.5,,4/23/2021 0:00,4/21/2021 14:37,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G728EDF45,A,3,1,11H,155,37.5,,4/23/2021 0:00,4/21/2021 14:51,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G729B10DD,A,5,1,11H,154,33.5,,4/23/2021 0:00,4/21/2021 14:31,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G729EEDAB,A,1,1,11H,156,36.5,,4/23/2021 0:00,4/21/2021 14:17,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72A05229,A,3,1,11H,189,68,,4/23/2021 0:00,4/21/2021 14:53,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72B12A3B,A,6,1,11H,144,27,,4/23/2021 0:00,4/21/2021 14:33,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72B2CEE6,A,9,1,11H,159,38.5,,4/23/2021 0:00,4/21/2021 14:40,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G72B65331,A,5,1,11H,167,46.5,,4/23/2021 0:00,4/21/2021 14:32,4/24/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI01,1,Active - General,,
G7207B621,A,4,1,11H,154,34.5,,4/25/2021 0:00,4/23/2021 15:44,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G7212C98B,A,7,1,11H,141,29.5,,4/25/2021 0:00,4/23/2021 15:29,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G721B722B,A,4,1,11H,185,61.5,,4/25/2021 0:00,4/23/2021 15:46,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G721BBF1C,A,2,1,11H,168,47.5,,4/25/2021 0:00,4/23/2021 15:16,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G7231FF7C,A,8,1,11H,156,35,,4/25/2021 0:00,4/23/2021 15:34,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G72361878,A,3,1,11H,159,36,,4/25/2021 0:00,4/23/2021 15:43,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G7239FF0A,A,2,1,11H,167,44.5,,4/25/2021 0:00,4/23/2021 15:14,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G72447D05,A,3,1,11H,155,35,,4/25/2021 0:00,4/23/2021 15:18,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G724EA7CB,A,1,1,11H,132,23,,4/25/2021 0:00,4/23/2021 15:14,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G724F8672,A,5,1,11H,163,42.5,,4/25/2021 0:00,4/23/2021 15:47,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G7255718E,A,9,1,11H,168,46,,4/25/2021 0:00,4/23/2021 15:37,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G725788F7,A,2,1,11H,138,29,,4/25/2021 0:00,4/23/2021 15:40,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G725C6EE0,A,9,1,11H,138,28.5,,4/25/2021 0:00,4/23/2021 15:36,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G725EB285,A,3,1,11H,193,71,,4/25/2021 0:00,4/23/2021 15:42,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G726B437D,A,3,1,11H,155,40.5,,4/25/2021 0:00,4/23/2021 15:19,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G726E3904,A,7,1,11H,200,86.5,,4/25/2021 0:00,4/23/2021 15:32,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G726F343D,A,8,1,11H,149,32.5,,4/25/2021 0:00,4/23/2021 15:35,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G72754590,A,1,1,11H,143,30.5,,4/25/2021 0:00,4/23/2021 15:09,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G72845550,A,6,1,11H,139,27,,4/25/2021 0:00,4/23/2021 15:27,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G728E382F,A,5,1,11H,150,36.5,,4/25/2021 0:00,4/23/2021 15:23,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
G729E483B,A,6,1,11H,143,27,,4/25/2021 0:00,4/23/2021 15:26,4/26/2021 9:00,Rock Island Tailrace,Rock Island Tailrace - CHINOOK,729,47.341612,-120.089917,0,3,RI02,1,Active - General,,
