tag_code,tagger_name,bucket,lot,species_code,length,weight,pit_code,tag_date,activation_date,release_date,release_location,release_river_km,mortality,tag_AssignedRelease
G728271B8,C,10,1,11H,152,34.5,,5/10/2021 0:00,5/9/2021 13:56,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G728789F1,C,6,1,11H,178,54,,5/10/2021 0:00,5/9/2021 13:48,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7290EE95,C,7,1,11H,160,43.5,,5/10/2021 0:00,5/9/2021 14:07,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7291AE17,C,5,1,11H,157,38.5,,5/10/2021 0:00,5/9/2021 14:04,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7296552D,C,5,1,11H,155,37,,5/10/2021 0:00,5/9/2021 13:46,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72997A57,C,7,1,11H,144,32,,5/10/2021 0:00,5/9/2021 14:07,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G729CB47D,C,4,1,11H,152,36.5,,5/10/2021 0:00,5/9/2021 13:45,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G729F163B,C,5,1,11H,148,33.5,,5/10/2021 0:00,5/9/2021 13:47,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72A02F2C,C,6,1,11H,157,37,,5/10/2021 0:00,5/9/2021 13:48,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72A2E457,C,8,1,11H,149,32,,5/10/2021 0:00,5/9/2021 13:54,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72A44DCE,C,6,1,11W,122,19,,5/10/2021 0:00,5/9/2021 14:06,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72AB4514,C,7,1,11H,143,29.5,,5/10/2021 0:00,5/9/2021 13:50,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72B4329B,C,4,1,11H,172,52.5,,5/10/2021 0:00,5/9/2021 14:02,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72B6AD5A,C,2,1,11H,156,38,,5/10/2021 0:00,5/9/2021 14:01,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G72B9AD42,C,3,1,11H,143,28.5,,5/10/2021 0:00,5/9/2021 14:02,5/11/2021 9:00,Rocky Reach Tailrace,762,0,RR10
G7202BB23,B,4,1,11H,140,26,,5/12/2021 0:00,5/11/2021 12:26,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G721ECDA7,B,2,1,11H,130,22.5,,5/12/2021 0:00,5/11/2021 12:01,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72211F79,B,1,1,11H,162,40.5,,5/12/2021 0:00,5/11/2021 12:00,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G7226EF63,B,6,1,11H,150,33.5,,5/12/2021 0:00,5/11/2021 12:09,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G722C9E22,B,7,1,11H,151,33.5,,5/12/2021 0:00,5/11/2021 12:30,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G7230899D,B,9,1,11H,158,38.5,,5/12/2021 0:00,5/11/2021 12:13,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G7230F5C6,B,6,1,11W,158,38,,5/12/2021 0:00,5/11/2021 12:09,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G723458AF,B,7,1,11H,158,36.5,,5/12/2021 0:00,5/11/2021 12:31,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G7242C55F,B,3,1,11H,154,36,,5/12/2021 0:00,5/11/2021 12:04,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G7244D2EB,B,3,1,11H,166,44.5,,5/12/2021 0:00,5/11/2021 12:03,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G7249C9DF,B,3,1,11H,161,42,,5/12/2021 0:00,5/11/2021 12:25,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G724B9CAA,B,5,1,11H,153,33.5,,5/12/2021 0:00,5/11/2021 12:07,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G724EC02D,B,4,1,11H,147,32.5,,5/12/2021 0:00,5/11/2021 12:07,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G725864A5,B,2,1,11H,152,34.5,,5/12/2021 0:00,5/11/2021 12:24,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G725BC9A2,B,1,1,11H,137,24,,5/12/2021 0:00,5/11/2021 12:21,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G725F77B4,B,5,1,11H,155,36,,5/12/2021 0:00,5/11/2021 12:28,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G7261AFD0,B,6,1,11W,145,28.5,,5/12/2021 0:00,5/11/2021 12:30,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G726E23E7,B,8,1,11H,140,26.5,,5/12/2021 0:00,5/11/2021 12:12,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72715468,B,4,1,11W,129,20,,5/12/2021 0:00,5/11/2021 12:27,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G727AD599,B,3,1,11H,134,23.5,,5/12/2021 0:00,5/11/2021 12:25,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72875F7B,B,2,1,11H,150,34,,5/12/2021 0:00,5/11/2021 12:23,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72888B55,B,2,1,11W,137,25,,5/12/2021 0:00,5/11/2021 12:02,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G728ABCF9,B,10,1,11H,132,23,,5/12/2021 0:00,5/11/2021 12:17,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G728CD095,B,11,1,11H,152,31,,5/12/2021 0:00,5/11/2021 12:19,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72938206,B,1,1,11H,137,25,,5/12/2021 0:00,5/11/2021 12:22,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72986A0E,B,10,1,11H,163,42.5,,5/12/2021 0:00,5/11/2021 12:16,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G729EA6CD,B,1,1,11H,153,35,,5/12/2021 0:00,5/11/2021 12:00,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72A564B5,B,9,1,11H,190,66,,5/12/2021 0:00,5/11/2021 12:14,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72A7FCF7,B,8,1,11W,152,34.5,,5/12/2021 0:00,5/11/2021 12:31,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72AD960B,B,4,1,11H,138,25.5,,5/12/2021 0:00,5/11/2021 12:05,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72B15B9D,B,5,1,11H,163,42.5,,5/12/2021 0:00,5/11/2021 12:27,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72B312D6,B,5,1,11H,138,26.5,,5/12/2021 0:00,5/11/2021 12:08,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72B647CD,B,7,1,11H,156,38,,5/12/2021 0:00,5/11/2021 12:10,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72B6CF83,B,8,1,11H,152,33,,5/12/2021 0:00,5/11/2021 12:32,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72B6FA02,B,8,1,11H,153,32.5,,5/12/2021 0:00,5/11/2021 12:11,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72B87513,B,11,1,11H,147,32.5,,5/12/2021 0:00,5/11/2021 12:18,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72B8D65E,B,7,1,11H,160,41,,5/12/2021 0:00,5/11/2021 12:10,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G72BAA976,B,6,1,11W,153,34.5,,5/12/2021 0:00,5/11/2021 12:29,5/13/2021 9:00,Rocky Reach Tailrace,762,0,RR11
G720247F4,B,4,1,11H,157,39.5,,5/14/2021 0:00,5/13/2021 12:57,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7204C7D2,B,5,1,11H,160,40,,5/14/2021 0:00,5/13/2021 12:38,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G720CECA7,B,3,1,11H,139,25,,5/14/2021 0:00,5/13/2021 12:36,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72104DF7,B,5,1,11H,140,25,,5/14/2021 0:00,5/13/2021 13:07,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7211B585,B,2,1,11W,140,26,,5/14/2021 0:00,5/13/2021 12:34,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7214EAE0,B,4,1,11H,143,29.5,,5/14/2021 0:00,5/13/2021 12:37,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72166D7E,B,10,1,11H,156,35,,5/14/2021 0:00,5/13/2021 12:50,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G721DDBB2,B,7,1,11H,147,30.5,,5/14/2021 0:00,5/13/2021 12:43,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G721E2ACD,B,1,1,11H,151,33,,5/14/2021 0:00,5/13/2021 12:53,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7225908F,B,10,1,11H,166,43,,5/14/2021 0:00,5/13/2021 12:51,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G722677B0,B,4,1,11H,140,26,,5/14/2021 0:00,5/13/2021 12:57,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G722939F1,B,8,1,11H,162,39,,5/14/2021 0:00,5/13/2021 12:44,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7232C188,B,2,1,11H,149,31.5,,5/14/2021 0:00,5/13/2021 12:54,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7238049A,B,6,1,11H,149,34,,5/14/2021 0:00,5/13/2021 13:09,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G723A46F1,B,7,1,11H,169,44.5,,5/14/2021 0:00,5/13/2021 13:10,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7246FFA4,B,9,1,11W,149,29.5,,5/14/2021 0:00,5/13/2021 12:48,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G724D41AA,B,2,1,11H,148,29,,5/14/2021 0:00,5/13/2021 12:34,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G725609E1,B,3,1,11W,152,32,,5/14/2021 0:00,5/13/2021 12:56,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G725AB3E0,B,11,1,11H,127,18,,5/14/2021 0:00,5/13/2021 12:52,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G725D6B1B,B,8,1,11H,188,65,,5/14/2021 0:00,5/13/2021 12:46,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G725E1D6B,B,1,1,11H,144,30,,5/14/2021 0:00,5/13/2021 12:53,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G726AE629,B,6,1,11H,152,37,,5/14/2021 0:00,5/13/2021 12:42,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7282519B,B,7,1,11H,147,29,,5/14/2021 0:00,5/13/2021 13:11,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7286B794,B,8,1,11H,137,26,,5/14/2021 0:00,5/13/2021 13:12,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G7288EB30,B,5,1,11H,142,28.5,,5/14/2021 0:00,5/13/2021 13:06,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G728A4DD3,B,4,1,11H,162,40.5,,5/14/2021 0:00,5/13/2021 12:36,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G728A9E66,B,8,1,11H,163,39,,5/14/2021 0:00,5/13/2021 13:13,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G728E5655,B,3,1,11H,153,33.5,,5/14/2021 0:00,5/13/2021 12:56,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72910C04,B,2,1,11H,167,42,,5/14/2021 0:00,5/13/2021 12:54,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72919C15,B,1,1,11H,143,28,,5/14/2021 0:00,5/13/2021 12:33,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72A10E95,B,3,1,11W,171,49,,5/14/2021 0:00,5/13/2021 12:35,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72A42894,B,1,1,11W,147,31.5,,5/14/2021 0:00,5/13/2021 12:31,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72A4A0DA,B,11,1,11H,160,36.5,,5/14/2021 0:00,5/13/2021 12:51,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72ACAEB3,B,7,1,11H,147,29,,5/14/2021 0:00,5/13/2021 12:44,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72B1B435,B,9,1,11H,138,23.5,,5/14/2021 0:00,5/13/2021 12:50,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72B242C9,B,6,1,11H,137,26,,5/14/2021 0:00,5/13/2021 12:41,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72B9AFFE,B,5,1,11H,138,27.5,,5/14/2021 0:00,5/13/2021 12:41,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72BA6E3F,B,6,1,11W,143,29.5,,5/14/2021 0:00,5/13/2021 13:08,5/15/2021 9:00,Rocky Reach Tailrace,762,0,RR12
G72051EDD,B,5,1,11H,158,36.5,,5/16/2021 0:00,5/15/2021 14:53,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72071CF0,B,7,1,11H,140,29,,5/16/2021 0:00,5/15/2021 14:56,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72094B74,B,2,1,11H,158,36.5,,5/16/2021 0:00,5/15/2021 14:48,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72136B5C,B,6,1,11W,155,34,,5/16/2021 0:00,5/15/2021 14:55,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G721665BC,B,9,1,11H,155,35.5,,5/16/2021 0:00,5/15/2021 14:42,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72173220,B,1,1,11W,152,34,,5/16/2021 0:00,5/15/2021 14:45,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G7221425F,B,7,1,11H,158,37.5,,5/16/2021 0:00,5/15/2021 14:40,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72267452,B,6,1,11H,147,28.5,,5/16/2021 0:00,5/15/2021 14:55,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72302212,B,6,1,11H,147,30,,5/16/2021 0:00,5/15/2021 14:36,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72318ABB,B,3,1,11H,165,41.5,,5/16/2021 0:00,5/15/2021 14:50,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G723F0D68,B,7,1,11H,144,29.5,,5/16/2021 0:00,5/15/2021 14:38,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G7245FACE,B,3,1,11H,145,29,,5/16/2021 0:00,5/15/2021 14:50,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72474E0C,B,8,1,11H,149,30,,5/16/2021 0:00,5/15/2021 14:57,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G7248590A,B,2,1,11H,133,23.5,,5/16/2021 0:00,5/15/2021 14:27,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G724BBDD7,B,5,1,11W,145,29,,5/16/2021 0:00,5/15/2021 14:34,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G724F4E7A,B,1,1,11H,178,51.5,,5/16/2021 0:00,5/15/2021 14:26,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72532343,B,2,1,11H,150,33,,5/16/2021 0:00,5/15/2021 14:30,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G725A873F,B,4,1,11H,137,26.5,,5/16/2021 0:00,5/15/2021 14:52,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G725C6243,B,8,1,11H,163,40.5,,5/16/2021 0:00,5/15/2021 14:58,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G725D9111,B,10,1,11H,132,23.5,,5/16/2021 0:00,5/15/2021 14:44,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G7265DF13,B,4,1,11H,134,24.5,,5/16/2021 0:00,5/15/2021 14:51,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G7268BB9E,B,8,1,11H,162,41,,5/16/2021 0:00,5/15/2021 14:40,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72691BF5,B,2,1,11H,147,32,,5/16/2021 0:00,5/15/2021 14:49,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G727354F9,B,3,1,11H,168,45,,5/16/2021 0:00,5/15/2021 14:31,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72751F35,B,5,1,11H,158,40,,5/16/2021 0:00,5/15/2021 14:33,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G727659FB,B,10,1,11H,168,47,,5/16/2021 0:00,5/15/2021 14:45,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72776143,B,6,1,11H,152,34.5,,5/16/2021 0:00,5/15/2021 14:35,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G727FE63A,B,8,1,11H,135,25.5,,5/16/2021 0:00,5/15/2021 14:41,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G7286EC6F,B,9,1,11H,145,30.5,,5/16/2021 0:00,5/15/2021 14:58,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G729063E4,B,4,1,11H,150,31.5,,5/16/2021 0:00,5/15/2021 14:33,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72966930,B,1,1,11H,165,44,,5/16/2021 0:00,5/15/2021 14:26,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G729A1147,B,5,1,11H,158,37.5,,5/16/2021 0:00,5/15/2021 14:54,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G729CED3A,B,7,1,11W,145,29,,5/16/2021 0:00,5/15/2021 14:56,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72A81219,B,1,1,11H,160,41,,5/16/2021 0:00,5/15/2021 14:47,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72B13605,B,3,1,11H,148,31.5,,5/16/2021 0:00,5/15/2021 14:31,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72B476BC,B,9,1,11H,143,28.5,,5/16/2021 0:00,5/15/2021 14:43,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72B8919B,B,4,1,11W,156,45,,5/16/2021 0:00,5/15/2021 14:33,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G72BBBFF2,B,9,1,11H,142,27.5,,5/16/2021 0:00,5/15/2021 14:59,5/17/2021 9:00,Rocky Reach Tailrace,762,0,RR13
G7204C9CD,C,4,1,11H,160,39,,5/18/2021 0:00,5/17/2021 12:47,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7207E518,C,6,1,11H,156,33,,5/18/2021 0:00,5/17/2021 13:13,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G721DF1EF,C,8,1,11H,150,32.5,,5/18/2021 0:00,5/17/2021 13:21,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G721E3511,C,7,1,11H,160,38,,5/18/2021 0:00,5/17/2021 13:19,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72241199,C,1,1,11H,170,54,,5/18/2021 0:00,5/17/2021 12:40,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7225DBE9,C,2,1,11H,151,33.5,,5/18/2021 0:00,5/17/2021 13:06,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72265CB3,C,3,1,11H,163,43.5,,5/18/2021 0:00,5/17/2021 12:45,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G722F9B48,C,6,1,11H,133,25.5,,5/18/2021 0:00,5/17/2021 12:52,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7231FE22,C,1,1,11H,141,29,,5/18/2021 0:00,5/17/2021 12:42,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7233C012,C,7,1,11H,150,33,,5/18/2021 0:00,5/17/2021 12:53,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7237295C,C,6,1,11H,154,33.5,,5/18/2021 0:00,5/17/2021 12:50,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7239CFB4,C,5,1,11H,139,25.5,,5/18/2021 0:00,5/17/2021 13:12,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G723ECFDA,C,4,1,11H,163,40.5,,5/18/2021 0:00,5/17/2021 13:08,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7244D436,C,9,1,11W,161,39.5,,5/18/2021 0:00,5/17/2021 12:59,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G724C7653,C,10,1,11W,145,29.5,,5/18/2021 0:00,5/17/2021 13:01,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7259DC91,C,6,1,11H,153,33.5,,5/18/2021 0:00,5/17/2021 13:14,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G725A99BD,C,3,1,11H,156,35,,5/18/2021 0:00,5/17/2021 12:46,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72634D14,C,8,1,11H,162,42.5,,5/18/2021 0:00,5/17/2021 13:21,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G726EB988,C,7,1,11W,139,28,,5/18/2021 0:00,5/17/2021 12:54,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G727613C3,C,2,1,11H,158,36.5,,5/18/2021 0:00,5/17/2021 13:05,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G727A4AC9,C,2,1,11H,152,34.5,,5/18/2021 0:00,5/17/2021 12:42,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G727A58E8,C,2,1,11H,142,25.5,,5/18/2021 0:00,5/17/2021 12:44,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G727A59B6,C,10,1,11H,144,28,,5/18/2021 0:00,5/17/2021 13:02,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7282A873,C,7,1,11H,158,39.5,,5/18/2021 0:00,5/17/2021 13:16,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7289C62A,C,1,1,11H,160,41,,5/18/2021 0:00,5/17/2021 13:04,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G728B0FED,C,5,1,11W,137,26,,5/18/2021 0:00,5/17/2021 13:11,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G728B829C,C,8,1,11H,153,32.5,,5/18/2021 0:00,5/17/2021 12:58,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G7294ABD7,C,3,1,11H,153,33.5,,5/18/2021 0:00,5/17/2021 13:07,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G729979B5,C,4,1,11H,150,32.5,,5/18/2021 0:00,5/17/2021 13:10,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G729D4671,C,1,1,11H,147,31,,5/18/2021 0:00,5/17/2021 13:02,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72A3AACA,C,9,1,11H,159,38,,5/18/2021 0:00,5/17/2021 13:00,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72A3BE36,C,4,1,11W,148,31.5,,5/18/2021 0:00,5/17/2021 12:48,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72A560D4,C,10,1,11W,149,34.5,,5/18/2021 0:00,5/17/2021 13:24,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72A8727C,C,9,1,11H,129,24,,5/18/2021 0:00,5/17/2021 13:22,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72B65F92,C,9,1,11H,138,26,,5/18/2021 0:00,5/17/2021 13:23,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72B7F0B8,C,5,1,11H,166,44,,5/18/2021 0:00,5/17/2021 12:50,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72B89618,C,8,1,11H,153,32,,5/18/2021 0:00,5/17/2021 12:55,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72BB20A2,C,5,1,11H,152,34,,5/18/2021 0:00,5/17/2021 12:49,5/19/2021 9:00,Rocky Reach Tailrace,762,0,RR14
G72115891,C,4,1,11H,148,30.5,,5/20/2021 0:00,5/19/2021 12:39,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G72120BFD,C,7,1,11H,143,28,,5/20/2021 0:00,5/19/2021 13:16,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G7214D020,C,9,1,11H,147,31,,5/20/2021 0:00,5/19/2021 13:21,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G72170022,C,2,1,11H,141,28,,5/20/2021 0:00,5/19/2021 13:05,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G72170B02,C,4,1,11H,147,31.5,,5/20/2021 0:00,5/19/2021 13:07,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G721C84EC,C,1,1,11H,138,25,,5/20/2021 0:00,5/19/2021 13:01,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G72226FD4,C,3,1,11H,146,31,,5/20/2021 0:00,5/19/2021 13:06,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G722B7EA5,C,7,1,11W,140,25.5,,5/20/2021 0:00,5/19/2021 12:45,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G722E24FF,C,8,1,11H,132,23,,5/20/2021 0:00,5/19/2021 13:18,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G72323340,C,10,1,11H,152,37,,5/20/2021 0:00,5/19/2021 12:55,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G723D4E5D,C,2,1,11H,151,34,,5/20/2021 0:00,5/19/2021 12:35,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G7240719D,C,10,1,11H,152,36,,5/20/2021 0:00,5/19/2021 12:53,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G7241DB88,C,7,1,11H,153,35.5,,5/20/2021 0:00,5/19/2021 13:17,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G7244F396,C,8,1,11H,146,29.5,,5/20/2021 0:00,5/19/2021 12:46,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G724BC4B3,C,5,1,11W,142,27.5,,5/20/2021 0:00,5/19/2021 13:09,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
G72508105,C,9,1,11H,142,30.5,,5/20/2021 0:00,5/19/2021 12:51,5/21/2021 9:00,Rocky Reach Tailrace,762,0,RR15
